customer_id,customer_name,segment,city,state,region
CUST-00098,Hayden Ramirez,Home Office,Grand Rapids,MI,Central
CUST-00099,Dakota Robinson,Home Office,Buffalo,NY,East
CUST-00100,Alex Campbell,Corporate,Philadelphia,PA,East
CUST-00101,Matthew Campbell,Consumer,Buffalo,NY,East
CUST-00102,Drew Allen,Consumer,Spokane,WA,West
CUST-00103,Grace Lopez,Small Business,Raleigh,NC,South
CUST-00104,Sophia Miller,Home Office,St. Paul,MN,Central
CUST-00105,David Green,Consumer,Boulder,CO,West
CUST-00106,Rowan Green,Home Office,Savannah,GA,South
CUST-00107,Sophia Hill,Home Office,Detroit,MI,Central
CUST-00108,Jamie Martinez,Consumer,Los Angeles,CA,West
CUST-00109,Blake Carter,Corporate,Savannah,GA,South
CUST-00110,Dakota Wright,Consumer,Cambridge,MA,East
CUST-00111,Gabriel Roberts,Consumer,Raleigh,NC,South
CUST-00112,Nathan King,Home Office,Miami,FL,South
CUST-00113,Samuel Smith,Consumer,Phoenix,AZ,West
CUST-00114,Amelia Lee,Home Office,Sacramento,CA,West
CUST-00115,Ava Johnson,Small Business,Spokane,WA,West
CUST-00116,Parker White,Consumer,Boulder,CO,West
CUST-00117,Matthew Phillips,Corporate,Sacramento,CA,West
CUST-00118,Rowan Thomas,Home Office,Orlando,FL,South
CUST-00119,Morgan Thomas,Home Office,Boulder,CO,West
CUST-00120,Matthew Torres,Home Office,Dallas,TX,Central
CUST-00121,Isaac Garcia,Consumer,Sacramento,CA,West
CUST-00122,Riley Campbell,Corporate,Boulder,CO,West
CUST-00123,Ava Jones,Corporate,Chicago,IL,Central
CUST-00124,Aiden Carter,Small Business,Philadelphia,PA,East
CUST-00125,Isabella Roberts,Consumer,Savannah,GA,South
CUST-00126,Quinn Rodriguez,Small Business,Grand Rapids,MI,Central
CUST-00127,Daniel Walker,Consumer,Sacramento,CA,West
CUST-00128,Isaac Scott,Small Business,Denver,CO,West
CUST-00129,Dakota Taylor,Corporate,New York,NY,East
CUST-00130,Mia Hill,Corporate,St. Paul,MN,Central
CUST-00131,Noah Wilson,Corporate,Grand Rapids,MI,Central
CUST-00132,Nathan Wright,Consumer,Atlanta,GA,South
CUST-00133,Grace Campbell,Consumer,Pittsburgh,PA,East
CUST-00134,Benjamin Gonzalez,Consumer,Chicago,IL,Central
CUST-00135,Elijah Martin,Consumer,Phoenix,AZ,West
CUST-00136,Finley Nelson,Consumer,Chicago,IL,Central
CUST-00137,Emily White,Home Office,Dallas,TX,Central
CUST-00138,Liam King,Corporate,San Francisco,CA,West
CUST-00139,Liam Davis,Consumer,Springfield,IL,Central
CUST-00140,Logan Anderson,Home Office,Tucson,AZ,West
CUST-00141,Casey Perez,Corporate,Tucson,AZ,West
CUST-00142,Jordan Nguyen,Small Business,Savannah,GA,South
CUST-00143,Lucas Anderson,Corporate,St. Paul,MN,Central
CUST-00144,Charlotte Anderson,Consumer,Raleigh,NC,South
CUST-00145,Alex Jones,Corporate,Charlotte,NC,South
CUST-00146,Elijah Green,Corporate,Buffalo,NY,East
CUST-00147,Morgan Anderson,Consumer,Seattle,WA,West
CUST-00148,Casey Williams,Consumer,St. Paul,MN,Central
CUST-00149,David Perez,Consumer,Boston,MA,East
CUST-00150,Casey Allen,Consumer,Charlotte,NC,South
CUST-00151,Logan Moore,Corporate,Boulder,CO,West
CUST-00152,Daniel Young,Corporate,Savannah,GA,South
CUST-00153,Harper Wright,Consumer,Miami,FL,South
CUST-00154,Quinn Campbell,Corporate,St. Paul,MN,Central
CUST-00155,Nathan Torres,Corporate,Tucson,AZ,West
CUST-00156,Mason Walker,Consumer,Savannah,GA,South
CUST-00157,Logan Gomez,Consumer,San Francisco,CA,West
CUST-00158,Emma Phillips,Consumer,Los Angeles,CA,West
CUST-00159,Micah Gonzalez,Consumer,Savannah,GA,South
CUST-00160,Avery Miller,Consumer,San Diego,CA,West
CUST-00161,Daniel Ramirez,Consumer,Springfield,IL,Central
CUST-00162,Sage Ramirez,Corporate,Spokane,WA,West
CUST-00163,Micah Robinson,Corporate,Spokane,WA,West
CUST-00164,David Campbell,Consumer,Dallas,TX,Central
CUST-00165,Morgan Baker,Consumer,Cambridge,MA,East
CUST-00166,Emily Adams,Corporate,Denver,CO,West
CUST-00167,Avery Brown,Home Office,Chicago,IL,Central
CUST-00168,Finley Campbell,Home Office,Orlando,FL,South
CUST-00169,Peyton Phillips,Corporate,Buffalo,NY,East
CUST-00170,David Miller,Consumer,Seattle,WA,West
CUST-00171,Logan Gonzalez,Consumer,San Francisco,CA,West
CUST-00172,Jamie Wright,Home Office,New York,NY,East
CUST-00173,Liam Rodriguez,Consumer,St. Paul,MN,Central
CUST-00174,Noah Lopez,Small Business,Atlanta,GA,South
CUST-00175,Kendall Robinson,Corporate,Spokane,WA,West
CUST-00176,Logan Jones,Corporate,Orlando,FL,South
CUST-00177,Liam Phillips,Consumer,San Francisco,CA,West
CUST-00178,David Scott,Corporate,Detroit,MI,Central
CUST-00179,Avery Brown,Corporate,Phoenix,AZ,West
CUST-00180,Emily Wright,Consumer,Pittsburgh,PA,East
CUST-00181,Leah Smith,Consumer,Chicago,IL,Central
CUST-00182,Aiden Garcia,Small Business,Philadelphia,PA,East
CUST-00183,Nathan Carter,Corporate,Phoenix,AZ,West
CUST-00184,Anna Thomas,Consumer,Boulder,CO,West
CUST-00185,Dakota Clark,Consumer,Charlotte,NC,South
CUST-00186,Ava Walker,Home Office,Spokane,WA,West
CUST-00187,Harper Sanchez,Home Office,Sacramento,CA,West
CUST-00188,Joseph Brown,Corporate,Houston,TX,Central
CUST-00189,Dakota Harris,Corporate,Dallas,TX,Central
CUST-00190,Alex Harris,Corporate,Savannah,GA,South
CUST-00191,Drew Gomez,Corporate,Cambridge,MA,East
CUST-00192,Nora Robinson,Consumer,Boulder,CO,West
CUST-00193,Hayden Ramirez,Small Business,Boulder,CO,West
CUST-00194,Benjamin Campbell,Corporate,Spokane,WA,West
CUST-00195,Nora Scott,Consumer,Chicago,IL,Central
CUST-00196,Daniel Rivera,Corporate,Springfield,IL,Central
CUST-00197,Ava Martinez,Home Office,San Diego,CA,West
CUST-00198,Jamie Jackson,Consumer,Boulder,CO,West
CUST-00199,Harper Brown,Consumer,Boulder,CO,West
CUST-00200,Charlotte Mitchell,Corporate,Los Angeles,CA,West
CUST-00201,Isabella Brown,Consumer,Spokane,WA,West
CUST-00202,Henry Lee,Home Office,Cambridge,MA,East
CUST-00203,Morgan Brown,Consumer,Miami,FL,South
CUST-00204,Charlotte Walker,Home Office,Boulder,CO,West
CUST-00205,Sophia King,Consumer,Seattle,WA,West
CUST-00206,Dakota Brown,Consumer,New York,NY,East
CUST-00207,Gabriel Allen,Small Business,Philadelphia,PA,East
CUST-00208,Riley Lopez,Corporate,Spokane,WA,West
CUST-00209,Casey Hill,Consumer,New York,NY,East
CUST-00210,Casey Baker,Consumer,Miami,FL,South
CUST-00211,David Thomas,Corporate,Dallas,TX,Central
CUST-00212,Finley Davis,Corporate,San Francisco,CA,West
CUST-00213,Isaac Torres,Small Business,Spokane,WA,West
CUST-00214,Logan Nguyen,Small Business,Atlanta,GA,South
CUST-00215,Amelia Williams,Corporate,San Diego,CA,West
CUST-00216,Evelyn Garcia,Corporate,Savannah,GA,South
CUST-00217,Micah Nelson,Corporate,Chicago,IL,Central
CUST-00218,Charlotte Torres,Corporate,Los Angeles,CA,West
CUST-00219,Mia Lee,Consumer,Spokane,WA,West
CUST-00220,Nathan Taylor,Consumer,Denver,CO,West
CUST-00221,Harper Nelson,Consumer,Spokane,WA,West
CUST-00222,Elijah Lee,Consumer,Houston,TX,Central
CUST-00223,Logan Taylor,Consumer,Philadelphia,PA,East
CUST-00224,Finley Rodriguez,Corporate,Springfield,IL,Central
CUST-00225,Daniel Adams,Home Office,Charlotte,NC,South
CUST-00226,Rowan Robinson,Corporate,Savannah,GA,South
CUST-00227,Elliot Carter,Consumer,Tucson,AZ,West
CUST-00228,Nathan Jones,Consumer,Detroit,MI,Central
CUST-00229,Alex Robinson,Corporate,Boulder,CO,West
CUST-00230,Evelyn Torres,Consumer,Spokane,WA,West
CUST-00231,Avery Jones,Corporate,Sacramento,CA,West
CUST-00232,Isabella Wilson,Small Business,St. Paul,MN,Central
CUST-00233,Sophia Taylor,Consumer,Houston,TX,Central
CUST-00234,Quinn Thompson,Consumer,St. Paul,MN,Central
CUST-00235,Matthew Jones,Corporate,Orlando,FL,South
CUST-00236,Matthew Thomas,Small Business,San Diego,CA,West
CUST-00237,Blake Jackson,Home Office,Charlotte,NC,South
CUST-00238,Dakota Lewis,Small Business,Buffalo,NY,East
CUST-00239,Leah Wright,Consumer,Spokane,WA,West
CUST-00240,Elijah Martin,Small Business,Orlando,FL,South
CUST-00241,Evelyn Phillips,Consumer,Phoenix,AZ,West
CUST-00242,Emily King,Consumer,Phoenix,AZ,West
CUST-00243,Alex Nelson,Home Office,Phoenix,AZ,West
CUST-00244,Zoe Scott,Small Business,Springfield,IL,Central
CUST-00245,Rowan Nelson,Consumer,New York,NY,East
CUST-00246,Avery Rodriguez,Consumer,Phoenix,AZ,West
CUST-00247,Drew Davis,Consumer,Grand Rapids,MI,Central
CUST-00248,Matthew Miller,Consumer,Tucson,AZ,West
CUST-00249,Henry Scott,Consumer,Tucson,AZ,West
CUST-00250,Cameron Moore,Small Business,Denver,CO,West
CUST-00251,Hayden Hill,Corporate,Raleigh,NC,South
CUST-00252,Harper Rivera,Home Office,Detroit,MI,Central
CUST-00253,Peyton Wilson,Home Office,Denver,CO,West
CUST-00254,James Green,Corporate,Raleigh,NC,South
CUST-00255,Anna Taylor,Home Office,Miami,FL,South
CUST-00256,Sophia Young,Corporate,Houston,TX,Central
CUST-00257,Drew Brown,Consumer,Phoenix,AZ,West
CUST-00258,Riley Green,Corporate,San Francisco,CA,West
CUST-00259,Noah Moore,Corporate,Houston,TX,Central
CUST-00260,Taylor Smith,Home Office,Philadelphia,PA,East
CUST-00261,Peyton Roberts,Small Business,Seattle,WA,West
CUST-00262,Quinn Green,Consumer,Tucson,AZ,West
CUST-00263,Aiden Taylor,Home Office,Pittsburgh,PA,East
CUST-00264,Dakota Mitchell,Consumer,Dallas,TX,Central
CUST-00265,Liam Scott,Home Office,Boulder,CO,West
CUST-00266,Elijah Ramirez,Consumer,San Diego,CA,West
CUST-00267,Lucas Smith,Consumer,San Francisco,CA,West
CUST-00268,Parker Jones,Consumer,San Francisco,CA,West
CUST-00269,Isaac Hall,Corporate,Springfield,IL,Central
CUST-00270,Joseph Martinez,Consumer,Raleigh,NC,South
CUST-00271,Isabella Williams,Small Business,Sacramento,CA,West
CUST-00272,Leah White,Consumer,Sacramento,CA,West
CUST-00273,Charlotte Scott,Small Business,Denver,CO,West
CUST-00274,Cameron Ramirez,Home Office,Phoenix,AZ,West
CUST-00275,Quinn Williams,Consumer,St. Paul,MN,Central
CUST-00276,Rowan White,Consumer,St. Paul,MN,Central
CUST-00277,Joseph Gomez,Home Office,Sacramento,CA,West
CUST-00278,Aiden Williams,Corporate,Spokane,WA,West
CUST-00279,Joseph Thompson,Corporate,San Francisco,CA,West
CUST-00280,Harper Baker,Consumer,Sacramento,CA,West
CUST-00281,Logan Nelson,Corporate,Boulder,CO,West
CUST-00282,Avery Thompson,Small Business,Chicago,IL,Central
CUST-00283,Chloe Scott,Consumer,Springfield,IL,Central
CUST-00284,Matthew Clark,Consumer,Philadelphia,PA,East
CUST-00285,Aiden Flores,Consumer,Houston,TX,Central
CUST-00286,Henry Martinez,Home Office,Buffalo,NY,East
CUST-00287,Nathan Thomas,Home Office,Minneapolis,MN,Central
CUST-00288,David Hernandez,Consumer,Dallas,TX,Central
CUST-00289,Aiden Phillips,Consumer,Charlotte,NC,South
CUST-00290,Aria Lopez,Consumer,Seattle,WA,West
CUST-00291,Matthew Clark,Corporate,Buffalo,NY,East
CUST-00292,Jordan Lopez,Consumer,Buffalo,NY,East
CUST-00293,Henry Perez,Small Business,Sacramento,CA,West
CUST-00294,Nora Clark,Corporate,Springfield,IL,Central
CUST-00295,Aria Nelson,Consumer,Pittsburgh,PA,East
CUST-00296,David Mitchell,Small Business,Dallas,TX,Central
CUST-00297,Aria Thomas,Corporate,Los Angeles,CA,West
CUST-00298,Kendall Hernandez,Corporate,Atlanta,GA,South
CUST-00299,Nora Hall,Consumer,Seattle,WA,West
CUST-00300,Avery Harris,Consumer,Cambridge,MA,East
CUST-00301,David Williams,Small Business,Boston,MA,East
CUST-00302,Anna Walker,Corporate,Dallas,TX,Central
CUST-00303,Reese Gonzalez,Consumer,Dallas,TX,Central
CUST-00304,Zoe Robinson,Corporate,Spokane,WA,West
CUST-00305,Sage Martin,Small Business,San Diego,CA,West
CUST-00306,Zoe Gomez,Consumer,Tucson,AZ,West
CUST-00307,David Anderson,Corporate,St. Paul,MN,Central
CUST-00308,Reese Johnson,Small Business,Chicago,IL,Central
CUST-00309,Daniel Gonzalez,Consumer,Sacramento,CA,West
CUST-00310,Finley Perez,Home Office,Charlotte,NC,South
CUST-00311,Kendall Jones,Corporate,Grand Rapids,MI,Central
CUST-00312,Gabriel Roberts,Corporate,Cambridge,MA,East
CUST-00313,Kendall Thompson,Consumer,Buffalo,NY,East
CUST-00314,Emily Allen,Consumer,Tucson,AZ,West
CUST-00315,Finley Baker,Corporate,Denver,CO,West
CUST-00316,Aiden Wright,Consumer,San Francisco,CA,West
CUST-00317,Peyton Johnson,Consumer,Detroit,MI,Central
CUST-00318,Parker Taylor,Consumer,Orlando,FL,South
CUST-00319,Skyler Nguyen,Consumer,Miami,FL,South
CUST-00320,Gabriel Taylor,Small Business,Savannah,GA,South
CUST-00321,Taylor Miller,Corporate,Dallas,TX,Central
CUST-00322,Amelia Ramirez,Small Business,San Diego,CA,West
CUST-00323,Sage Campbell,Consumer,Spokane,WA,West
CUST-00324,Nora Lee,Corporate,Charlotte,NC,South
CUST-00325,Noah Hill,Consumer,Phoenix,AZ,West
CUST-00326,Aiden Allen,Home Office,San Diego,CA,West
CUST-00327,Parker Harris,Home Office,Houston,TX,Central
CUST-00328,Joseph Torres,Consumer,Seattle,WA,West
CUST-00329,Jamie Taylor,Small Business,Grand Rapids,MI,Central
CUST-00330,Taylor Rivera,Consumer,Savannah,GA,South
CUST-00331,Noah Smith,Corporate,Springfield,IL,Central
CUST-00332,Mia Phillips,Small Business,Los Angeles,CA,West
CUST-00333,Isabella Baker,Small Business,New York,NY,East
CUST-00334,Sebastian Mitchell,Small Business,Philadelphia,PA,East
CUST-00335,Henry Nelson,Consumer,Boston,MA,East
CUST-00336,Jamie White,Consumer,Buffalo,NY,East
CUST-00337,Noah Jones,Consumer,Denver,CO,West
CUST-00338,Isaac Nelson,Corporate,San Francisco,CA,West
CUST-00339,Samuel Perez,Home Office,Minneapolis,MN,Central
CUST-00340,Evelyn Lee,Consumer,Philadelphia,PA,East
CUST-00341,Daniel Davis,Corporate,St. Paul,MN,Central
CUST-00342,Sebastian Martin,Consumer,Minneapolis,MN,Central
CUST-00343,Sophia Martin,Consumer,Orlando,FL,South
CUST-00344,Daniel Clark,Corporate,Grand Rapids,MI,Central
CUST-00345,Elliot Sanchez,Corporate,Detroit,MI,Central
CUST-00346,Benjamin Jackson,Home Office,Seattle,WA,West
CUST-00347,Lucas Rodriguez,Consumer,Spokane,WA,West
CUST-00348,Jamie Clark,Home Office,Boston,MA,East
CUST-00349,Daniel Harris,Consumer,Springfield,IL,Central
CUST-00350,James Mitchell,Consumer,Seattle,WA,West
CUST-00351,Joseph Lopez,Corporate,St. Paul,MN,Central
CUST-00352,Evelyn Torres,Home Office,Denver,CO,West
CUST-00353,Rowan Sanchez,Consumer,Spokane,WA,West
CUST-00354,Lucas Smith,Consumer,Miami,FL,South
CUST-00355,Rowan Jackson,Corporate,Cambridge,MA,East
CUST-00356,Harper Ramirez,Consumer,Spokane,WA,West
CUST-00357,Nora Nguyen,Home Office,Buffalo,NY,East
CUST-00358,Amelia Adams,Home Office,Houston,TX,Central
CUST-00359,Elliot Robinson,Consumer,Phoenix,AZ,West
CUST-00360,Liam Lewis,Corporate,Houston,TX,Central
CUST-00361,James Wilson,Home Office,Detroit,MI,Central
CUST-00362,Sophia Walker,Consumer,Spokane,WA,West
CUST-00363,Nora Gomez,Corporate,Minneapolis,MN,Central
CUST-00364,Henry Hernandez,Consumer,Dallas,TX,Central
CUST-00365,Daniel Garcia,Corporate,Phoenix,AZ,West
CUST-00366,Hayden Allen,Consumer,Detroit,MI,Central
CUST-00367,Daniel Green,Home Office,Tucson,AZ,West
CUST-00368,Evelyn Perez,Consumer,Boulder,CO,West
CUST-00369,Riley Carter,Consumer,Orlando,FL,South
CUST-00370,Logan Baker,Home Office,Cambridge,MA,East
CUST-00371,Rowan Anderson,Consumer,Philadelphia,PA,East
CUST-00372,Aria Gonzalez,Consumer,New York,NY,East
CUST-00373,Cameron Johnson,Consumer,Philadelphia,PA,East
CUST-00374,Taylor Thomas,Consumer,San Francisco,CA,West
CUST-00375,Aiden Walker,Small Business,Cambridge,MA,East
CUST-00376,Evelyn Roberts,Home Office,Chicago,IL,Central
CUST-00377,Casey Robinson,Consumer,Denver,CO,West
CUST-00378,Micah Green,Home Office,Buffalo,NY,East
CUST-00379,Mason Gonzalez,Corporate,Sacramento,CA,West
CUST-00380,Elijah Hall,Small Business,Charlotte,NC,South
CUST-00381,Emerson Young,Consumer,Philadelphia,PA,East
CUST-00382,Finley Thomas,Corporate,San Francisco,CA,West
CUST-00383,Cameron Adams,Corporate,Spokane,WA,West
CUST-00384,Benjamin Smith,Corporate,Boulder,CO,West
CUST-00385,Joseph Carter,Corporate,San Diego,CA,West
CUST-00386,David Roberts,Consumer,Sacramento,CA,West
CUST-00387,Matthew Miller,Home Office,Charlotte,NC,South
CUST-00388,Chloe Ramirez,Corporate,Orlando,FL,South
CUST-00389,Reese Lopez,Small Business,Los Angeles,CA,West
CUST-00390,Aria Hall,Consumer,Sacramento,CA,West
CUST-00391,Mia Robinson,Corporate,Tucson,AZ,West
CUST-00392,Morgan Scott,Small Business,Detroit,MI,Central
CUST-00393,Logan Davis,Corporate,Springfield,IL,Central
CUST-00394,Olivia Rodriguez,Home Office,Los Angeles,CA,West
CUST-00395,Aria Robinson,Home Office,Chicago,IL,Central
CUST-00396,Daniel King,Consumer,Phoenix,AZ,West
CUST-00397,Lucas Hill,Corporate,Denver,CO,West
CUST-00398,Elliot Carter,Consumer,Grand Rapids,MI,Central
CUST-00399,Joseph Lewis,Corporate,Los Angeles,CA,West
CUST-00400,Evelyn Campbell,Consumer,Los Angeles,CA,West
CUST-00401,Joseph Allen,Home Office,Philadelphia,PA,East
CUST-00402,Noah Scott,Corporate,Boulder,CO,West
CUST-00403,Liam Hernandez,Consumer,St. Paul,MN,Central
CUST-00404,Henry Walker,Consumer,Sacramento,CA,West
CUST-00405,Liam Taylor,Small Business,Chicago,IL,Central
CUST-00406,Grace Thomas,Consumer,Boulder,CO,West
CUST-00407,Leah Green,Consumer,Detroit,MI,Central
CUST-00408,Kendall Roberts,Consumer,New York,NY,East
CUST-00409,Chloe King,Small Business,Boulder,CO,West
CUST-00410,Ava Green,Small Business,Cambridge,MA,East
CUST-00411,Logan Moore,Corporate,Chicago,IL,Central
CUST-00412,Liam Jones,Small Business,Phoenix,AZ,West
CUST-00413,Elijah Jackson,Consumer,Phoenix,AZ,West
CUST-00414,Logan Moore,Small Business,Houston,TX,Central
CUST-00415,Peyton Lee,Consumer,Spokane,WA,West
CUST-00416,Joseph Wright,Consumer,Minneapolis,MN,Central
CUST-00417,Riley Rodriguez,Consumer,Raleigh,NC,South
CUST-00418,Cameron Anderson,Corporate,Chicago,IL,Central
CUST-00419,Emerson Hall,Home Office,San Francisco,CA,West
CUST-00420,Cameron Rivera,Consumer,Los Angeles,CA,West
CUST-00421,Harper Jones,Small Business,Sacramento,CA,West
CUST-00422,Micah Clark,Corporate,Sacramento,CA,West
CUST-00423,Peyton Wright,Consumer,Cambridge,MA,East
CUST-00424,Olivia Clark,Corporate,St. Paul,MN,Central
CUST-00425,Morgan Wilson,Corporate,Boston,MA,East
CUST-00426,Leah Clark,Home Office,Dallas,TX,Central
CUST-00427,Emerson Roberts,Corporate,Grand Rapids,MI,Central
CUST-00428,Charlotte Hall,Corporate,Boulder,CO,West
CUST-00429,Jordan Carter,Consumer,Springfield,IL,Central
CUST-00430,Mason Harris,Corporate,Philadelphia,PA,East
CUST-00431,Emma Smith,Small Business,Pittsburgh,PA,East
CUST-00432,Isaac Thompson,Consumer,Los Angeles,CA,West
CUST-00433,Rowan Carter,Small Business,Seattle,WA,West
CUST-00434,Emerson Clark,Corporate,Philadelphia,PA,East
CUST-00435,Isabella Mitchell,Consumer,Cambridge,MA,East
CUST-00436,Henry Wright,Small Business,San Francisco,CA,West
CUST-00437,Aria Hill,Corporate,Cambridge,MA,East
CUST-00438,Joseph Anderson,Consumer,Sacramento,CA,West
CUST-00439,Ava Anderson,Consumer,San Diego,CA,West
CUST-00440,Kendall Ramirez,Consumer,Cambridge,MA,East
CUST-00441,Ava Johnson,Home Office,Cambridge,MA,East
CUST-00442,Emerson Perez,Corporate,Tucson,AZ,West
CUST-00443,Daniel Baker,Small Business,Springfield,IL,Central
CUST-00444,Aria Sanchez,Consumer,Springfield,IL,Central
CUST-00445,Sebastian Hernandez,Consumer,Sacramento,CA,West
CUST-00446,Leah Robinson,Consumer,Phoenix,AZ,West
CUST-00447,Samuel Rodriguez,Corporate,Tucson,AZ,West
CUST-00448,Aiden Flores,Small Business,Los Angeles,CA,West
CUST-00449,Isabella Johnson,Corporate,Springfield,IL,Central
CUST-00450,Samuel Sanchez,Consumer,Cambridge,MA,East
CUST-00451,Charlotte Torres,Home Office,Los Angeles,CA,West
